Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text,Sentiment,Timestamp
41051,B0044QWDRO,AZV26LP92E6WU,"M. Hammond ""ColemanFlGuy""",0,0,5,really good,really good in so many recipes. the product is fresh and it tastes delicious. it arrived in good condition. the price is good and it is delivered right to my front door. i am very happy with this purchase. there are many wonderful meals to include diced tomatoes.,positive,2012-08-04
440466,B004TH09WE,A29COTPT4EJ643,C. Arritt,1,2,5,Delicious!,"Awesome! I had this tea years ago and was thrilled to find it! I share it with everyone! It's good for you, too!",positive,2012-01-21
186936,B00474CSVE,A35XQBEXZND824,Brandon,0,0,5,Pretty good stuff,"I think a lot of the coffee the Keurig makes is kinda weak, but this stuff is the way I like it! Good flavor and it's strong!!!",positive,2012-09-18
21041,B002QWP89S,A1P28UWVW8H4QD,"J. J. Woodcock ""JW""",0,0,5,What my dogs have to say . . .,"Anytime I shout out ""Mr. Greenie! Four dogs come running, ages 12 to 2. My dogs love them and they do seem to help with breath and tarter. Amazon has the absolute best prices.",positive,2012-10-06
209172,B00004RAMY,A30YNDYFSCTN3O,"BDG ""hoopsnut""",0,0,5,Works as promised,"I have had the trap in my fescue lawn for about 2 weeks.  I have moved it twice now.  The first location did not get anything but the second one caught my first mole after being set for 3 days.  I definitely recommend this style over the kind with the spikes that sit up above the ground.  The name is a little deceiving as the trap is not completely out of sight but it's fairly low profile and the part that could do the most damage to little hands and feet is already underground when it is set, so I feel that the kids are in very little danger playing in the yard nearby.<br /><br />The toughest part is identifying active runs.  The thicker the grass, the harder it is to identify where the runs are.<br /><br />The hunt continues...",negative,2012-04-09
430276,B005K4Q1T0,A1AANQDL7EQUII,Bigduck,0,0,3,Not Swisshot chocolate,This product is nice and the price is right but it isn't Swiss Chocolate for sure.<br /><br />Just doesn't have that real deep chocolate taste.,neutral,2012-02-12
92804,B002W7V184,A1AD6SXPNMZP6S,MCMom,0,0,4,Yummy Taste of Sunshine,"This cake was ordered for my husband's birthday, and despite warnings to order early and snowstorms in the northeast where we live, it arrived in ample time...almost too much time as it sat in the fridge for several days before the big day.  Thus, it wasn't as fresh as it could have been, but it was still yummy with a pronounced key lime flavor.  Adding raspberry sorbet just increased its flavor and made for a delicious birthday dessert.",positive,2010-03-02
21300,B002QWP89S,ABQH3WAWMSMBH,tenisbrat87,0,0,5,Perfect for our little doggies,"Our dogs love Greenies, but of course, which doggies don't? I bought this for my dashchund and minpin, and it's perfect! A great price for a great product. Who could ask for more.",positive,2011-09-28
489161,B005K4Q1YA,A282OG9GRBXNEE,Kris,1,1,4,French Vanilla Cappuccino,"I received a sample of this with a variety pack and I love it.  I am not a big coffee drinker, prefering the lighter flavors.  This has nice vanilla flavor and coffee flavor in a creamy drink.  This makes a very tasty treat on a rainy afternoon.",positive,2012-05-08
133165,B0090X8IPM,A250AXLRBVYKB4,"Nathan Beauchamp ""ConsumerAdvocate""",0,0,4,Likable but not spectacular,"I am married to a coffee purist who will only drink black coffee and frequently turns up her nose at even flavored coffees such as Natural Fusions Vanilla from Starbucks. I on the other hand love to adulterate my coffee with cream, and especially flavored cream. It's not that don't enjoy black coffee--I do quite a bit--but that I also enjoy the robustness of coffee mingled with more subtle flavors. The best combinations are those which allow you to taste both the coffee and the added flavor, without one overpowering the other.<br /><br />This is my first exposure to Starbucks Natural Fusions, and I wasn't sure what to expect. I decided to serve the coffee to a group of friends and see what we all thought of it (including my coffee-snob spouse!). The results were positive; everyone liked it, but certainly not rave reviews. My wife said ""I like it--for a flavored coffee it's not bad."" I thought it was tasty, just a hint of sweetness, and not overpowered with vanilla flavor. It did not have an oily feel like some bad flavored coffees I've run into in the past. Overall it was pleasant, tasty, and enjoyable, but perhaps not so good I'll be running out to the store to buy more. I'd give it a solid 3.5. I'll probably just go back to my usual Sumatra beans or Kona Blend, but this is a nice break from time to time.<br /><br />If you're a vanilla lover, or flavored coffee lover, I'd say it's certainly worth a try. If you're a coffee purist, you can safely skip it.",positive,2010-12-02
530076,B002E0KW0M,A1JURA979BDPV4,LB,0,7,1,Shipping Policy,"I gave it a one star because of Amazon's shipping policy. Overall the applesauce is good and great for snack, but no vitamins.",neutral,2011-01-08
1638,B001RVFDOO,A36EA1M8V6GNPG,K. Lynch,0,0,3,Taste yummy but watch out for yeast extract intolerance!,"Yum! I had tried the original and the Bar-b-q and really liked them so decided to get the variety pack. For whatever reason the 24 pack is cheaper then the 12. The flavored ones do contain a yeast extract which is similar to MSG and gave my grandmother a bad headache. So if you know anyone that has a sensitivity to MSG, do not give them these.  These are tasty and a nice substitute for a greasy potato chip but they are not filling. You are better off eating a granola bar.",positive,2011-07-27
558409,B001KVPC8I,AIHJLCZBF6KE8,robert dee,0,1,5,deez nutz.,great deal on these nuts. whole family loves these nuts. nuts for nuts. arrived fresh and tasty. great for a snack or packed in a lunch.,positive,2011-08-21
256963,B0029NGY4M,ABQXS84HVNC1N,"D. Brenner ""gift giver""",0,0,5,Purrfectly great.,My cat was allergic to something in most canned cat foods.<br />This one has none of the mixtures of other meats mixed with<br />the tuna. Best of all - he loves it.,positive,2011-12-10
126257,B001BCSAS0,A3H5TK2LDELZY4,Joan,0,0,5,My cat really likes the gravy most!  :),"I tried this when my usually not picky eater cat quit eating for a week.  He loved it!  Now, he likes it mashed up and mixed with water to make a nice gravy.  His skin and hair are so much softer than just using dry food, so he gets both now and is a happy camper!",positive,2012-06-21
157034,B001EQ4INO,ARO9D3W9I5BUT,GPK,0,0,5,My Favorite,This is my favorite coffee.  I was sad when my grocery store stopped carrying it.  But a friend told me about Amazon Auto Delivery and now I get it delivered regularly.,positive,2011-05-12
464823,B000UBD88A,AYQ5HKJHB5DFD,Coleen =^..^=,1,1,5,Woo hoo! Finally back in stock,"As the only coffee drinker in my house, I find the Senseo Pods (and coffee maker) a wonderful convenience. I love the taste of the dark pods; the coffee taste is bold and never bitter. And I love that crema layer. I am so happy these are back in stock.<br /><br />I'm hoping once the supply becomes more stabilized, Amazon will, again, offer these with the subscription service.",positive,2012-09-06
543241,B005GXICVK,A1ZHVA8KW4TEZU,Dolores Lowe,0,0,5,You've gotta try these,"these are lower in fat and calories than chips and seem to satisfy better than regular chips.  Try them, you'll like em",positive,2012-06-29
380526,B00014DXCC,A2VTVPQVTZ8W1A,Nikki,3,5,5,Fast Shipment,"I ordered Valerian Root tea. The price was a great deal, and shipment was really fast! I would recommend this seller to anyone, and I would definitely do business with them again.",positive,2011-01-07
539062,B006ZZC0FW,A2SZLNSI5KOQJT,"Carrie, ""Formerly &#34;Sister Carrie&#34;""",0,0,3,OK Medium Blend Coffee. Slightly Bitter.,"Timothy's Italian Blend is a standard Medium roast coffee - nothing remarkable in my opinion.  I found it to have a hint of bitterness, which is also a negative for me.<br /><br />I prefer <a href=""http://www.amazon.com/gp/product/B001ELL512"">Tully's Coffee Italian Roast for Keurig Brewers, 24-Count K-Cups (Pack of 2)</a> because Tully's seems to have a little more flavor, but is also a touch bolder.<br /><br />If you are a medium to light blend coffee drinker, then you may find this blend pleasing; however, if you lean to medium bold blends, then you should look elsewhere.",positive,2010-09-24
150750,B002OFC31S,A1VCKM31YFAVX5,"Lori ""Lori J Latimer""",0,0,5,Kibbles ' n Bits,"If you want to find a way to help that young family, older friends or community member; send them a surprise of Kibbles 'n Bits. The recipients are ever grateful, and so are their human owners.<br /><br />Really do something grand, and send a few each month to your local rescue shelter.",positive,2012-04-04
91572,B0000GIZT2,A34O62ELRN3UNX,Rachel,0,0,5,Delicioso,"I love this non alcoholic drink, but since I moved from Southern CA to Alaska I can't find it in the stores here.  The price was right, I ordered it and within a short amount of time (considering where I live) I received in plenty of time for our dinner party.  Shipping to AK can be tricky, but the bottles and box were in good shape, no leaks and the soda was a hit!  Just a side note: add limes to the drink and it enhances the flavor, yum.",positive,2012-02-18
229714,B004349I52,A2PGD6WNH1VQSB,John T. Davies III,2,2,5,Best ingredient ever,"I made Vegetable Quinoa Soup from allrecipes.com and didn't have any regular chicken stock. Thai Coconut Curry stock was available in my local store then and I had bought it to give it a try.<br /><br />My soup turned out so good that I ate it until I was full, then had another half bowl, then another 1/4 bowl until I couldn't hold a drop more.<br /><br />I've made the soup since with regular stock and it is not nearly as good. But my local store quit carrying it.<br /><br />That's why I'm signed up to get a notification from Amazon when it is available.",positive,2010-10-27
